Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT
2023-12-01 00:00:00,182.51666666666665,197.54999999999998,1.0836666666666666,37.5,0.0,1.0,0.0,0.0,127.56666666666666,23.566666666666666,0.0,30.849999999999998,15.566666666666665,1252.3,3.5,47.300000000000004,50.800000000000004,3.6666666666666665,81.9,78.23333333333333,75.6,-2.6333333333333333,48.0,0.0,47.0,47.0,64.6,11.983333333333334,15.666666666666666,7.800000000000001
2023-12-01 01:00:00,175.61666666666667,202.9,1.1601666666666668,41.11666666666667,0.0,1.0,0.0,0.0,139.6,24.03333333333333,0.0,30.983333333333334,8.299999999999999,1277.0833333333333,3.3000000000000003,47.35,50.65,3.4,86.81666666666666,83.41666666666667,75.6,-7.816666666666666,48.0,0.0,47.0,46.166666666666664,68.76666666666667,11.866666666666667,15.316666666666668,4.083333333333333
2023-12-01 02:00:00,0.0,31.349999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,24.133333333333336,0.0,5.466666666666666,1.3833333333333335,0.0,1.4833333333333334,53.68333333333334,55.166666666666664,1.1500000000000001,84.95,83.8,76.1,-7.7,48.0,0.0,7.833333333333333,7.666666666666667,1.3166666666666667,88.36666666666667,8.25,2.066666666666667
2023-12-01 03:00:00,0.0,25.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999999999999,24.150000000000002,0.0,0.0,0.0,0.0,1.6166666666666665,61.26666666666667,62.88333333333333,1.3499999999999999,85.05,83.7,74.1,-9.6,48.0,0.0,0.0,0.0,3.5,96.5,0.0,0.0
2023-12-01 04:00:00,259.3,244.41666666666666,1.0016666666666667,52.76666666666667,1.0,0.0,0.0,0.0,179.08333333333334,24.016666666666666,0.0,31.566666666666666,9.766666666666666,1313.7833333333333,4.733333333333333,53.699999999999996,58.43333333333333,4.883333333333334,91.61666666666667,86.73333333333333,74.3,-12.433333333333332,48.0,0.0,47.0,46.0,70.83333333333333,10.75,14.116666666666667,4.3
2023-12-01 05:00:00,259.7,220.5666666666667,0.8565,43.333333333333336,1.0,0.0,0.0,0.0,147.04999999999998,24.150000000000002,0.0,31.583333333333332,17.8,1350.05,4.616666666666667,47.21666666666667,51.833333333333336,4.583333333333333,84.43333333333334,79.85000000000001,75.9,-3.9499999999999997,48.0,0.0,47.0,46.0,66.64999999999999,10.983333333333334,14.333333333333334,8.066666666666666
2023-12-01 06:00:00,274.3666666666667,223.51666666666665,0.815,44.15,1.0,0.0,0.0,0.0,149.95000000000002,24.25,0.0,31.566666666666666,17.76666666666667,1348.3,4.883333333333333,46.96666666666667,51.85,4.6000000000000005,83.75,79.14999999999999,73.4,-5.75,48.0,0.0,47.0,46.0,67.0,10.866666666666667,14.166666666666666,7.966666666666666
2023-12-01 07:00:00,294.81666666666666,233.03333333333333,0.7908333333333334,46.25,1.0,0.0,0.0,0.0,157.03333333333333,24.28333333333333,0.0,33.1,18.633333333333333,1356.4166666666667,5.216666666666667,46.26666666666667,51.48333333333333,4.766666666666667,84.10000000000001,79.33333333333333,73.4,-5.933333333333334,48.0,0.0,47.833333333333336,46.833333333333336,67.39999999999999,10.4,14.200000000000001,7.983333333333333
2023-12-01 08:00:00,250.46666666666667,218.4333333333333,0.6835,41.21666666666667,0.8333333333333334,0.0,0.0,0.0,139.9,24.183333333333334,0.0,35.516666666666666,18.849999999999998,1134.1833333333334,5.25,46.35,51.6,4.883333333333334,84.64999999999999,79.76666666666667,74.3,-5.466666666666666,48.0,0.0,48.833333333333336,47.0,56.71666666666667,13.283333333333333,19.599999999999998,10.35
2023-12-01 09:00:00,327.2,262.65000000000003,0.8036666666666666,54.13333333333333,1.0,0.0,0.0,0.0,183.78333333333333,24.3,0.0,35.71666666666667,18.866666666666667,1357.5666666666668,5.783333333333334,46.26666666666667,52.050000000000004,5.166666666666667,85.5,80.33333333333333,73.8,-6.533333333333334,48.0,0.0,49.0,47.0,69.81666666666666,9.283333333333333,13.683333333333332,7.216666666666666
2023-12-01 10:00:00,306.4166666666667,248.73333333333335,0.64,49.71666666666667,0.8333333333333334,0.0,0.0,0.0,168.83333333333334,24.316666666666666,0.0,35.766666666666666,19.833333333333332,1138.4333333333334,6.45,46.43333333333334,52.88333333333333,5.75,87.3,81.55,75.0,-6.55,48.0,0.0,49.0,47.833333333333336,59.78333333333333,12.216666666666667,17.983333333333334,10.033333333333333
2023-12-01 11:00:00,369.31666666666666,296.78333333333336,0.8043333333333335,64.28333333333333,1.0,0.0,0.0,0.0,218.0666666666667,23.116666666666664,0.0,35.75,19.866666666666667,1346.3500000000001,6.583333333333333,46.416666666666664,53.0,5.8500000000000005,88.51666666666667,82.66666666666667,75.7,-6.966666666666666,47.166666666666664,0.0,49.0,48.0,73.46666666666667,7.8,12.049999999999999,6.716666666666666
2023-12-01 12:00:00,375.65000000000003,299.8,0.7983333333333333,65.0,1.0,0.0,0.0,0.0,220.5,22.916666666666668,0.0,35.733333333333334,20.616666666666667,1342.3,6.716666666666666,46.48333333333333,53.199999999999996,6.066666666666666,89.58333333333333,83.51666666666667,76.8,-6.716666666666666,47.0,0.0,49.0,48.833333333333336,73.51666666666667,7.633333333333333,11.933333333333332,6.883333333333333
2023-12-01 13:00:00,377.18333333333334,298.09999999999997,0.7905000000000001,64.36666666666667,1.0,0.0,0.0,0.0,218.66666666666666,22.916666666666668,0.0,35.65,20.833333333333332,1344.4333333333334,6.733333333333333,46.5,53.23333333333334,6.116666666666666,90.05,83.93333333333334,77.9,-6.033333333333334,47.0,0.0,49.0,49.0,73.33333333333333,7.683333333333334,11.950000000000001,6.95
2023-12-01 14:00:00,379.6166666666666,309.53333333333336,0.8161666666666667,67.78333333333333,1.0,0.0,0.0,0.0,229.98333333333335,22.900000000000002,0.0,35.733333333333334,20.933333333333334,1343.0666666666666,6.783333333333334,46.550000000000004,53.333333333333336,6.1000000000000005,90.33333333333333,84.23333333333333,79.2,-5.033333333333333,47.0,0.0,49.0,49.0,74.25,7.416666666666667,11.566666666666668,6.766666666666667
