Time,RT,kW_Tot,kW_RT,CH Load,CH1,CH2,CH3,CH4,kW_CHH,kW_CHP,kW_CHS,kW_CDS,kW_CT,GPM,DeltaCHW,CHWS,CHWR,DeltaCDW,CDHI,CDLO,WBT,DeltaCT,Hz_ CHP,Hz_CHS,Hz_CDS,Hz_CT,Precent_CH,Precent_ CHP,Precent_CDS,Precent_CT
2024-03-01 00:00:00,200.79999999999998,207.15,1.0333333333333334,39.15,1.0,0.0,0.0,0.0,132.9333333333333,20.6,0.0,32.96666666666666,20.666666666666668,1290.6833333333334,3.733333333333333,46.333333333333336,50.06666666666666,4.1000000000000005,83.38333333333334,79.28333333333333,72.7,-6.583333333333333,46.0,0.0,48.0,50.0,64.11666666666666,9.950000000000001,15.933333333333332,10.0
2024-03-01 01:00:00,199.03333333333333,202.41666666666666,1.0181666666666667,38.15,1.0,0.0,0.0,0.0,129.63333333333333,19.266666666666666,0.0,32.93333333333333,20.566666666666666,1262.6666666666667,3.7833333333333337,46.1,49.88333333333333,4.0,82.66666666666667,78.66666666666667,72.7,-5.966666666666666,45.0,0.0,48.0,50.0,64.03333333333333,9.5,16.266666666666666,10.183333333333334
2024-03-01 02:00:00,184.6833333333333,198.3166666666667,1.0776666666666668,37.0,1.0,0.0,0.0,0.0,125.63333333333333,19.183333333333334,0.0,32.88333333333333,20.566666666666666,1254.7833333333333,3.533333333333333,46.18333333333334,49.71666666666667,3.716666666666667,82.2,78.48333333333333,72.7,-5.783333333333334,45.0,0.0,48.0,50.0,63.18333333333334,9.716666666666667,16.666666666666668,10.433333333333334
2024-03-01 03:00:00,186.98333333333335,201.03333333333333,1.0848333333333333,37.75,1.0,0.0,0.0,0.0,128.25,19.166666666666668,0.0,32.9,20.716666666666665,1246.6499999999999,3.6,46.050000000000004,49.65,3.65,81.95,78.3,72.7,-5.6000000000000005,45.0,0.0,48.0,50.0,63.15,9.716666666666667,16.666666666666668,10.483333333333333
2024-03-01 04:00:00,176.1833333333333,199.48333333333335,1.1316666666666666,37.233333333333334,1.0,0.0,0.0,0.0,126.68333333333334,19.166666666666668,0.0,33.0,20.666666666666668,1250.6,3.3833333333333333,46.050000000000004,49.43333333333334,3.6166666666666667,81.61666666666666,78.0,72.7,-5.3,45.0,0.0,48.0,50.0,62.550000000000004,9.866666666666667,16.983333333333334,10.65
2024-03-01 05:00:00,192.29999999999998,190.11666666666667,0.7781666666666668,34.583333333333336,0.8333333333333334,0.0,0.0,0.0,117.43333333333334,19.183333333333334,0.0,32.85,20.650000000000002,1053.8166666666666,4.266666666666667,46.15,50.416666666666664,4.066666666666666,82.48333333333333,78.41666666666667,72.7,-5.716666666666666,45.0,0.0,48.0,50.0,54.550000000000004,12.0,20.533333333333335,12.933333333333335
2024-03-01 06:00:00,254.65,216.75,0.8528333333333333,42.31666666666667,1.0,0.0,0.0,0.0,143.65,19.366666666666664,0.0,32.983333333333334,20.733333333333334,1272.9666666666665,4.8,46.18333333333334,50.98333333333333,4.45,83.21666666666667,78.76666666666667,72.7,-6.066666666666666,45.0,0.0,48.0,50.0,65.88333333333333,9.066666666666666,15.416666666666666,9.666666666666666
2024-03-01 07:00:00,311.46666666666664,242.18333333333337,0.7759999999999999,49.88333333333333,1.0,0.0,0.0,0.0,169.29999999999998,19.383333333333333,0.0,32.9,20.616666666666667,1284.8333333333333,5.816666666666666,46.083333333333336,51.9,5.3500000000000005,84.8,79.45,72.7,-6.75,45.0,0.0,48.0,50.0,69.64999999999999,8.083333333333334,13.700000000000001,8.583333333333334
2024-03-01 08:00:00,355.31666666666666,284.5,0.8006666666666667,61.916666666666664,1.0,0.0,0.0,0.0,210.41666666666666,20.816666666666666,0.0,32.71666666666667,20.583333333333332,1318.7333333333333,6.466666666666666,45.38333333333333,51.85,6.2,87.3,81.10000000000001,72.7,-8.4,46.0,0.0,48.0,50.0,73.93333333333332,7.3,11.5,7.25
2024-03-01 09:00:00,398.56666666666666,310.09999999999997,0.7785000000000001,69.58333333333333,1.0,0.0,0.0,0.0,236.03333333333333,20.816666666666666,0.0,32.85,20.45,1322.3,7.233333333333333,45.51666666666667,52.75,6.966666666666666,89.38333333333333,82.41666666666667,72.7,-9.716666666666667,46.0,0.0,48.0,50.0,76.05,6.733333333333333,10.616666666666667,6.616666666666667
